1896	2551	1
989	2497	1
1246	2474	1
1964	2440	1
1104	2468	1
1367	2550	1
1633	2482	1
2226	2482	1
1436	2478	1
1040	2560	1
1892	2464	1
1673	2633	1
980	2604	1
2227	2482	1
2359	2633	1
2010	2464	1
2207	2610	1
1109	2423	1
2203	2604	1
1794	2604	1
1347	2497	1
1669	2481	1
2324	2464	1
1368	2466	1
2124	2630	1
989	2545	1
1999	2508	1
1552	2610	1
687	2499	1
1856	2621	1
1233	2550	1
2062	2633	1
1763	2594	1
685	2432	1
1405	2403	1
944	2403	1
1116	2633	1
849	2477	1
1612	2464	1
930	2633	1
2325	2633	1
1992	2633	1
1290	2633	1
1444	2550	1
2263	2633	1
754	2610	1
1569	2497	1
1837	2619	1
1550	2633	1
2028	2423	1
1528	2633	1
2318	2406	1
1658	2423	1
1637	2482	1
1278	2415	1
1643	2621	1
1627	2425	1
1052	2550	1
1669	2578	1
1748	2466	1
720	2631	1
2153	2499	1
2237	2537	1
2089	2561	1
2202	2497	1
1529	2610	1
1034	2550	1
2014	2633	1
2196	2464	1
2292	2482	1
1630	2532	1
1295	2482	1
2383	2633	1
1964	2610	1
720	2588	1
1378	2633	1
1691	2549	1
2096	2403	1
769	2436	1
902	2560	1
1127	2423	1
2031	2403	1
812	2464	1
1826	2482	1
716	2522	1
1621	2550	1
1513	2425	1
2354	2464	1
2315	2464	1
793	2464	1
869	2610	1
1982	2464	1
2272	2499	1
1261	2480	1
903	2466	1
1730	2464	1
1178	2474	1
848	2578	1
1429	2633	1
699	2561	1
2374	2561	1
1202	2464	1
2083	2436	1
844	2554	1
1768	2406	1
1776	2633	1
1155	2459	1
1272	2455	1
1346	2497	1
1254	2621	1
1614	2442	1
1447	2559	1
1199	2464	1
1141	2633	1
1040	2522	1
931	2633	1
2295	2532	1
1181	2610	1
1204	2633	1
2282	2532	1
1698	2474	1
1682	2604	1
1851	2553	1
1259	2467	1
1735	2499	1
1131	2539	1
1704	2522	1
2145	2633	1
1237	2559	1
1755	2550	1
836	2464	1
1476	2499	1
1380	2633	1
2173	2483	1
1408	2474	1
1336	2604	1
2009	2633	1
2026	2464	1
2396	2532	1
1695	2508	1
1866	2633	1
2371	2527	1
1236	2464	1
1781	2508	1
875	2550	1
1852	2610	1
2055	2633	1
772	2425	1
2352	2482	1
2109	2403	1
1230	2436	1
1028	2464	1
1317	2425	1
2119	2550	1
803	2604	1
1467	2459	1
1167	2497	1
2140	2464	1
1039	2507	1
706	2604	1
1596	2550	1
714	2425	1
1884	2464	1
1845	2550	1
2208	2610	1
1716	2482	1
1520	2464	1
853	2464	1
1634	2482	1
816	2604	1
1964	2549	1
1855	2478	1
1144	2627	1
707	2633	1
1228	2561	1
1064	2627	1
1377	2586	1
847	2425	1
1238	2406	1
1124	2468	1
1260	2512	1
2084	2633	1
2348	2464	1
1158	2482	1
1261	2496	1
1097	2561	1
2193	2561	1
2337	2495	1
1710	2610	1
1885	2550	1
1224	2522	1
1465	2425	1
1294	2464	1
1393	2464	1
1220	2415	1
1951	2633	1
720	2471	1
2123	2604	1
1830	2633	1
1297	2633	1
1779	2482	1
1230	2481	1
852	2561	1
2290	2464	1
890	2550	1
1546	2610	1
815	2442	1
1248	2474	1
1785	2464	1
2156	2464	1
1413	2423	1
1765	2414	1
1660	2482	1
898	2550	1
1145	2550	1
2316	2561	1
2040	2508	1
692	2624	1
988	2464	1
2003	2559	1
912	2633	1
690	2604	1
1125	2633	1
844	2408	1
2330	2495	1
2205	2630	1
2380	2411	1
1877	2464	1
2223	2482	1
851	2550	1
1515	2415	1
1646	2495	1
2063	2610	1
1378	2502	1
1964	2564	1
2102	2482	1
1975	2482	1
1748	2467	1
683	2633	1
1443	2522	1
2118	2455	1
2281	2464	1
1101	2537	1
1252	2561	1
720	2465	1
1717	2482	1
799	2550	1
1052	2451	1
2072	2633	1
1404	2431	1
1770	2633	1
1256	2627	1
1345	2429	1
1672	2633	1
752	2464	1
1562	2403	1
1948	2455	1
2165	2468	1
1143	2614	1
794	2482	1
1792	2508	1
1684	2550	1
1979	2508	1
1277	2423	1
1894	2423	1
1323	2425	1
716	2504	1
2266	2431	1
1763	2468	1
739	2524	1
2042	2564	1
2178	2550	1
1963	2561	1
1261	2448	1
1105	2633	1
1603	2622	1
2270	2633	1
1936	2425	1
1287	2550	1
1797	2601	1
1865	2464	1
1168	2451	1
2041	2474	1
2190	2610	1
790	2482	1
1220	2416	1
2116	2464	1
764	2425	1
1159	2508	1
2308	2601	1
801	2604	1
1207	2523	1
1061	2604	1
2306	2497	1
2380	2431	1
832	2474	1
1998	2403	1
1891	2482	1
1058	2633	1
802	2633	1
1568	2464	1
1867	2559	1
806	2633	1
2291	2464	1
1253	2474	1
1035	2464	1
1803	2550	1
1282	2610	1
1921	2633	1
967	2633	1
807	2604	1
1324	2554	1
1378	2506	1
1827	2633	1
1674	2431	1
1089	2559	1
1922	2628	1
1544	2633	1
828	2499	1
1897	2459	1
925	2464	1
1909	2425	1
2365	2423	1
780	2515	1
1631	2532	1
983	2604	1
1041	2453	1
975	2474	1
1466	2532	1
1487	2633	1
1255	2406	1
1953	2464	1
1823	2436	1
805	2604	1
1811	2633	1
720	2462	1
1090	2423	1
1868	2633	1
720	2401	1
1764	2403	1
686	2441	1
1867	2398	1
913	2604	1
1888	2633	1
844	2528	1
2200	2614	1
1839	2561	1
800	2633	1
2275	2561	1
717	2561	1
927	2529	1
720	2428	1
1707	2460	1
1192	2561	1
1462	2499	1
2304	2468	1
2296	2497	1
2259	2436	1
885	2550	1
1001	2429	1
685	2573	1
1964	2473	1
2334	2482	1
2233	2550	1
1321	2633	1
2166	2497	1
985	2581	1
1846	2423	1
1918	2622	1
1268	2502	1
1261	2512	1
2070	2464	1
1595	2559	1
1047	2499	1
1083	2550	1
1269	2515	1
1517	2550	1
923	2561	1
1867	2494	1
1461	2633	1
785	2561	1
1728	2610	1
1772	2499	1
1832	2482	1
905	2610	1
2079	2423	1
1464	2550	1
927	2423	1
1573	2561	1
1452	2550	1
1938	2468	1
1819	2482	1
753	2605	1
1739	2624	1
1109	2521	1
2054	2464	1
720	2457	1
698	2625	1
1750	2561	1
1765	2447	1
1198	2633	1
1521	2633	1
2185	2561	1
891	2547	1
845	2464	1
1878	2550	1
1455	2509	1
2051	2633	1
963	2464	1
2247	2497	1
1654	2610	1
927	2556	1
1197	2633	1
1243	2415	1
1015	2550	1
2349	2561	1
1935	2460	1
1860	2633	1
856	2464	1
2241	2482	1
2293	2550	1
1214	2532	1
1650	2561	1
2373	2474	1
2250	2464	1
1753	2403	1
758	2627	1
998	2528	1
1261	2523	1
2378	2527	1
827	2499	1
2240	2425	1
1206	2523	1
1671	2478	1
917	2633	1
2280	2550	1
2183	2482	1
1027	2550	1
2242	2464	1
2248	2633	1
2279	2464	1
1939	2423	1
1332	2482	1
795	2508	1
1842	2603	1
1473	2610	1
759	2464	1
1109	2535	1
2219	2497	1
1107	2464	1
1718	2464	1
1917	2464	1
2057	2633	1
720	2600	1
1598	2468	1
2027	2561	1
2268	2464	1
2389	2559	1
1734	2464	1
1536	2532	1
1261	2513	1
1109	2566	1
